NewBasePrice,SellingStoresRatio,S_8qIm,S_Aunz,S_Mm5P,S_OzTP,S_UIpu,S_WeHS,S_qE16,S_sldf,S_xdDe,S_yo2Z,T_YXX
18.33,0.61065,False,False,False,False,False,False,False,False,False,True,False
30.51,0.0889,False,False,False,False,False,False,False,False,False,True,True
20.48,0.6406999999999999,False,True,False,False,False,False,False,False,False,False,False
21.76,0.1054,False,False,False,False,False,False,False,False,False,True,True
20.74,0.2378,False,False,False,False,False,True,False,False,False,False,False
24.56,0.092,False,False,False,False,False,False,False,False,True,False,True
20.28,0.3061999999999999,False,False,False,False,True,False,False,False,False,False,False
22.86,0.0607,False,False,True,False,False,False,False,False,False,False,True
17.84,0.1123,False,False,False,False,False,False,False,True,False,False,True
14.48,0.293,False,False,False,False,False,False,False,False,False,False,False
19.93,0.1248999999999999,False,False,False,False,False,False,False,True,False,False,False
22.86,0.083,False,False,True,False,False,False,False,False,False,False,True
25.23,0.0799,False,False,False,False,False,False,False,False,True,False,True
16.23,0.0969,False,False,True,False,False,False,False,False,False,False,True
23.73,0.0848,False,False,False,False,False,False,False,False,False,True,False
17.52,0.5539,False,False,False,False,False,True,False,False,False,False,False
24.86,0.2297,False,True,False,False,False,False,False,False,False,False,False
18.58,0.1187999999999999,False,False,False,False,False,False,False,False,True,False,False
23.73,0.2575,False,False,False,False,False,False,False,False,False,True,False
16.26,0.0219,False,True,False,False,False,False,False,False,False,False,True
24.19,0.1123,False,False,False,False,False,False,True,False,False,False,True
29.66,0.3141,False,False,False,False,False,True,False,False,False,False,False
14.11,0.136,False,True,False,False,False,False,False,False,False,False,True
13.23,0.2054,False,False,False,False,False,False,False,True,False,False,False
20.94,0.6628999999999999,False,True,False,False,False,False,False,False,False,False,False
13.58,0.227,False,False,False,False,False,False,False,False,False,False,False
17.84,0.3017999999999999,False,False,False,False,False,False,False,True,False,False,False
22.21,0.0985,False,False,False,False,False,False,False,False,True,False,True
15.05,0.7378,False,False,False,False,False,False,False,False,False,True,False
15.58,0.1394,False,False,False,False,False,False,False,False,False,True,False
16.91,0.0621,False,False,True,False,False,False,False,False,False,False,True
24.18,0.1452999999999999,False,False,True,False,False,False,False,False,False,False,False
20.66,0.1851,False,False,False,False,False,False,False,False,True,False,False
16.35,0.5729,False,False,False,False,False,True,False,False,False,False,False
20.58,0.1266,False,False,True,False,False,False,False,False,False,False,False
16.78,0.8493,False,False,True,False,False,False,False,False,False,False,False
19.65,0.2661,False,False,False,False,False,False,False,False,True,False,False
16.91,0.0239,False,False,False,False,False,False,False,True,False,False,True
16.35,0.0239,False,False,False,False,False,True,False,False,False,False,True
25.44,0.1582,False,False,False,False,False,False,True,False,False,False,False
22.14,0.0367,False,False,False,False,False,False,False,False,True,False,True
12.91,0.0777,False,False,False,False,False,False,False,True,False,False,True
15.37,0.0989,False,False,False,False,False,False,False,False,False,False,True
25.29,0.0969,False,False,False,False,False,False,True,False,False,False,True
24.68,0.0768,False,False,True,False,False,False,False,False,False,False,True
13.46,0.0741,False,True,False,False,False,False,False,False,False,False,True
21.59,0.096,False,False,True,False,False,False,False,False,False,False,True
22.38,0.1517,False,False,False,False,False,False,False,False,False,False,False
16.48,0.6088,False,False,False,False,False,False,False,False,False,True,False
17.28,0.138,False,True,False,False,False,False,False,False,False,False,False
25.86,0.0447,False,False,True,False,False,False,False,False,False,False,True
13.68,0.4110999999999999,False,False,True,False,False,False,False,False,False,False,False
24.21,0.0339,False,False,True,False,False,False,False,False,False,False,True
20.21,0.0547,False,True,False,False,False,False,False,False,False,False,True
16.96,0.0717,False,False,False,False,False,False,False,True,False,False,True
12.91,0.0824,False,False,True,False,False,False,False,False,False,False,True
21.38,0.2288,False,False,False,False,False,False,False,False,False,True,False
20.21,0.0732,False,False,False,False,False,False,True,False,False,False,True
20.98,0.0428,False,False,True,False,False,False,False,False,False,False,True
25.29,0.0849,False,False,False,False,False,False,True,False,False,False,True
17.18,0.3245,False,False,False,False,False,True,False,False,False,False,False
21.59,0.079,False,False,True,False,False,False,False,False,False,False,True
10.88,0.70635,False,True,False,False,False,False,False,False,False,False,False
21.02,0.0571,False,False,True,False,False,False,False,False,False,False,True
25.16,0.1261,False,False,False,False,True,False,False,False,False,False,False
20.16,0.0683,False,True,False,False,False,False,False,False,False,False,True
20.33,0.1134,False,False,False,False,False,False,False,False,False,True,True
16.28,0.3935999999999999,False,False,False,False,True,False,False,False,False,False,False
25.16,0.4685,False,False,False,False,True,False,False,False,False,False,False
18.38,0.3079,False,False,True,False,False,False,False,False,False,False,False
20.11,0.2879,False,False,False,False,False,False,True,False,False,False,False
16.38,0.7858,False,False,True,False,False,False,False,False,False,False,False
20.78,0.039,False,False,False,False,False,False,False,False,True,False,False
22.08,0.1528,False,False,True,False,False,False,False,False,False,False,False
25.86,0.0628,False,False,True,False,False,False,False,False,False,False,True
25.44,0.1125,False,False,False,False,False,False,True,False,False,False,True
24.65,0.0185,False,False,False,False,False,False,False,False,False,False,True
14.03,0.1628,False,False,False,False,False,False,False,False,False,False,False
22.86,0.0225,False,False,True,False,False,False,False,False,False,False,True
12.23,0.3502999999999999,False,False,True,False,False,False,False,False,False,False,False
18.36,0.0168,False,False,True,False,False,False,False,False,False,False,True
17.89,0.3707,False,False,False,False,False,False,False,False,False,False,False
17.91,0.0762,False,False,False,False,False,False,False,False,False,True,True
22.98,0.1468,False,False,False,False,False,True,False,False,False,False,False
20.86,0.009,False,False,True,False,False,False,False,False,False,False,True
25.29,0.011,False,False,False,False,False,False,True,False,False,False,True
18.58,0.1537,False,False,False,False,False,False,False,False,True,False,False
30.51,0.0893,False,False,False,False,False,False,False,False,False,True,False
25.5,0.3399999999999999,False,False,False,False,False,False,False,False,False,False,False
24.56,0.076,False,False,False,False,False,False,False,False,True,False,False
17.91,0.0727,False,True,False,False,False,False,False,False,False,False,True
20.48,0.0517,False,True,False,False,False,False,False,False,False,False,True
12.23,0.9279,False,True,False,False,False,False,False,False,False,False,False
19.65,0.0417,False,False,False,False,False,False,False,False,True,False,True
19.23,0.7893,False,False,False,False,False,False,False,False,False,True,False
23.08,0.086,False,False,True,False,False,False,False,False,False,False,True
23.77,0.0997,False,False,False,False,False,False,True,False,False,False,True
22.68,0.0549,False,False,True,False,False,False,False,False,False,False,True
25.33,0.0119,False,False,True,False,False,False,False,False,False,False,True
18.58,0.1905,False,False,False,False,False,False,False,False,False,False,False
22.98,0.1876999999999999,False,False,False,True,False,False,False,False,False,False,False
15.78,0.0769,False,False,False,True,False,False,False,False,False,False,False
14.91,0.0499,False,False,False,False,False,False,False,True,False,False,True
25.92,0.1242,False,False,True,False,False,False,False,False,False,False,True
18.38,0.1517,False,False,True,False,False,False,False,False,False,False,False
19.96,0.0208,False,False,False,False,False,False,False,False,True,False,True
18.18,0.5686,False,False,True,False,False,False,False,False,False,False,False
16.48,0.9194,False,False,False,False,False,True,False,False,False,False,False
18.08,0.039,False,False,False,False,True,False,False,False,False,False,True
18.18,0.0973999999999999,False,False,True,False,False,False,False,False,False,False,False
21.21,0.0595,False,False,False,False,False,True,False,False,False,False,True
21.38,0.9273,False,False,True,False,False,False,False,False,False,False,False
29.66,0.3291,False,False,False,False,False,True,False,False,False,False,False
13.78,0.2017,False,False,True,False,False,False,False,False,False,False,False
15.91,0.0323,False,False,False,False,False,False,False,True,False,False,True
22.35,0.0659,False,False,False,False,False,True,False,False,False,False,True
14.68,0.9709,False,False,False,False,False,False,False,False,False,False,False
21.18,0.5081,False,False,False,False,False,False,False,False,True,False,False
19.23,0.26,False,False,False,False,False,False,False,False,False,True,False
24.56,0.0499,False,False,False,False,False,False,False,False,True,False,True
19.65,0.328,False,False,False,False,False,False,False,False,True,False,False
18.36,0.0478,False,False,False,False,False,False,False,False,False,False,True
20.42,0.0539,False,False,False,False,False,False,False,False,True,False,True
24.76,0.2074,False,False,False,False,False,False,False,False,False,True,True
25.5,0.054,False,False,False,False,False,False,False,False,False,False,True
16.35,0.425,False,False,False,False,False,True,False,False,False,False,False
24.08,0.1645,False,False,True,False,False,False,False,False,False,False,False
20.28,0.2902,False,False,True,False,False,False,False,False,False,False,False
19.84,0.0318,False,False,True,False,False,False,False,False,False,False,True
38.0,0.0718,False,False,False,False,False,True,False,False,False,False,True
15.37,0.1324,False,False,False,False,False,False,False,False,False,False,False
21.48,0.1287,False,False,True,False,False,False,False,False,False,False,False
18.84,0.001,False,False,False,False,False,False,False,False,False,True,True
18.43,0.1105,False,False,True,False,False,False,False,False,False,False,False
15.48,0.259,False,False,False,False,False,False,False,False,False,False,False
20.48,0.0565,False,True,False,False,False,False,False,False,False,False,True
24.08,0.039,False,False,True,False,False,False,False,False,False,False,True
26.23,0.1726,False,False,False,False,False,True,False,False,False,False,False
21.59,0.0548,False,False,True,False,False,False,False,False,False,False,True
25.16,0.2188,False,False,False,False,True,False,False,False,False,False,False
22.69,0.1143,False,False,False,False,False,False,False,False,True,False,False
24.98,0.2318,False,False,False,False,False,True,False,False,False,False,False
20.08,0.0989,False,True,False,False,False,False,False,False,False,False,True
22.72,0.1012,False,False,False,False,False,False,False,False,True,False,True
15.05,0.2452,False,False,False,False,False,False,False,False,False,True,True
20.93,0.0397,False,False,False,False,False,False,False,True,False,False,False
21.42,0.079,False,False,False,False,False,False,False,False,True,False,True
17.48,0.1863,False,False,True,False,False,False,False,False,False,False,True
23.77,0.0389,False,True,False,False,False,False,False,False,False,False,False
20.86,0.7788999999999999,False,False,True,False,False,False,False,False,False,False,False
22.98,0.2284999999999999,False,False,False,False,False,True,False,False,False,False,False
19.36,0.0829,False,False,True,False,False,False,False,False,False,False,True
16.23,0.3555,False,False,True,False,False,False,False,False,False,False,False
20.96,0.0998,False,False,True,False,False,False,False,False,False,False,True
17.89,0.2473,False,False,False,False,False,False,False,False,False,False,False
17.89,0.0609,False,False,False,False,False,False,False,False,False,False,True
23.18,0.1408,False,False,False,False,False,True,False,False,False,False,False
15.05,0.0951,False,False,False,False,False,False,False,False,False,True,False
16.03,0.0788,False,False,False,False,False,False,False,True,False,False,True
20.48,0.4733,False,False,True,False,False,False,False,False,False,False,False
21.44,0.48,False,False,False,False,False,False,False,False,True,False,False
23.77,0.1071,False,True,False,False,False,False,False,False,False,False,False
21.28,0.0635,False,False,False,False,False,False,False,False,False,True,False
17.52,0.0399,False,False,False,False,False,True,False,False,False,False,True
18.84,0.3472,False,False,False,False,False,False,False,False,False,True,False
19.38,0.4824,False,True,False,False,False,False,False,False,False,False,False
18.43,0.1376,False,False,True,False,False,False,False,False,False,False,True
25.86,0.0389,False,False,True,False,False,False,False,False,False,False,True
38.0,0.3746,False,False,False,False,False,True,False,False,False,False,False
17.03,0.1656,False,False,False,False,False,False,False,False,False,False,False
22.69,0.0691,False,False,False,False,False,False,False,False,True,False,False
20.94,0.3382,False,True,False,False,False,False,False,False,False,False,False
15.05,0.6258,False,False,False,False,False,False,False,False,False,True,False
17.89,0.1098,False,False,False,False,False,False,False,False,False,False,False
22.75,0.0228,False,False,False,False,False,False,False,False,True,False,True
20.96,0.1115,False,False,True,False,False,False,False,False,False,False,True
21.09,0.0059,False,False,False,False,False,False,False,False,False,False,True
19.08,0.5899,False,False,False,False,False,False,False,False,False,True,False
15.58,0.3688,False,False,True,False,False,False,False,False,False,False,False
23.96,0.0869,False,True,False,False,False,False,False,False,False,False,True
17.83,0.0501,False,False,False,False,False,True,False,False,False,False,True
19.65,0.4071,False,False,False,False,False,False,False,False,True,False,False
17.52,0.194,False,False,False,False,False,True,False,False,False,False,False
18.38,0.06,False,False,True,False,False,False,False,False,False,False,False
24.64,0.1315,False,False,False,False,False,True,False,False,False,False,False
20.48,0.0603999999999999,False,False,True,False,False,False,False,False,False,False,True
21.09,0.3838,False,False,False,False,False,False,False,False,False,False,False
16.96,0.0684,False,False,True,False,False,False,False,False,False,False,True
19.96,0.0962,False,False,False,False,False,False,False,False,True,False,False
16.83,0.1285,False,False,False,False,False,True,False,False,False,False,True
15.48,0.0561,False,True,False,False,False,False,False,False,False,False,False
22.75,0.1867,False,False,False,False,False,False,False,False,True,False,False
22.75,0.4251,False,False,False,False,False,False,False,False,True,False,False
12.8,0.1654,False,False,False,False,False,False,False,True,False,False,True
13.91,0.0748,False,False,False,False,False,False,False,True,False,False,True
18.46,0.0695,False,False,False,False,False,False,False,False,True,False,False
19.85,0.0958,False,False,False,True,False,False,False,False,False,False,True
12.23,0.1028,False,False,True,False,False,False,False,False,False,False,True
17.52,0.0178,False,False,False,False,False,True,False,False,False,False,True
21.38,0.3520999999999999,False,False,True,False,False,False,False,False,False,False,False
24.56,0.1236999999999999,False,False,False,False,False,False,False,False,True,False,False
16.23,0.2724,False,False,False,False,False,False,False,True,False,False,False
19.11,0.0108,False,False,False,False,False,False,False,False,True,False,True
18.84,0.1898,False,False,False,False,False,False,False,False,False,True,False
17.18,0.109,False,False,True,False,False,False,False,False,False,False,False
16.48,0.0949,False,False,True,False,False,False,False,False,False,False,True
12.11,0.1343,False,True,False,False,False,False,False,False,False,False,True
12.23,0.5857,False,True,False,False,False,False,False,False,False,False,False
19.83,0.0808,False,False,False,False,False,False,False,False,False,True,True
17.38,0.3498,False,True,False,False,False,False,False,False,False,False,False
16.35,0.8628,False,False,False,False,False,True,False,False,False,False,False
23.77,0.1281,False,False,False,False,False,False,True,False,False,False,True
21.17,0.08,False,True,False,False,False,False,False,False,False,False,False
20.9,0.1633,False,False,False,False,False,False,False,False,True,False,False
19.28,0.3852,False,False,True,False,False,False,False,False,False,False,False
20.9,0.0117,False,False,False,False,False,False,False,False,True,False,True
22.08,0.0229,False,True,False,False,False,False,False,False,False,False,True
19.28,0.2288,False,False,True,False,False,False,False,False,False,False,False
21.68,0.052,False,False,False,True,False,False,False,False,False,False,True
30.51,0.0918,False,False,False,False,False,False,False,False,False,True,True
21.42,0.2246,False,False,False,False,False,False,False,False,True,False,False
15.48,0.1213,False,False,True,False,False,False,False,False,False,False,True
25.86,0.2797,False,False,True,False,False,False,False,False,False,False,False
16.68,0.4205,False,False,False,False,False,False,False,False,False,False,False
21.48,0.1818,False,False,False,False,False,False,False,False,False,False,False
14.36,0.0818,False,True,False,False,False,False,False,False,False,False,True
25.29,0.0459,False,False,False,False,False,False,True,False,False,False,True
16.35,0.1404,False,False,False,False,False,True,False,False,False,False,True
15.38,0.1304,False,True,False,False,False,False,False,False,False,False,False
15.48,0.2018,False,False,False,False,False,False,False,False,False,False,False
19.23,0.6876000000000001,False,False,False,False,False,False,False,False,False,True,False
18.84,0.05,False,False,False,False,False,False,False,False,False,True,True
25.23,0.0778,False,False,False,False,False,False,False,False,True,False,True
14.46,0.0515,False,True,False,False,False,False,False,False,False,False,True
23.77,0.1758,False,False,False,False,False,False,True,False,False,False,False
19.85,0.0417,False,False,False,True,False,False,False,False,False,False,True
22.21,0.0819,False,False,True,False,False,False,False,False,False,False,True
24.65,0.2637,False,False,False,False,False,False,False,False,False,False,False
23.28,0.082,False,True,False,False,False,False,False,False,False,False,False
29.66,0.0913,False,False,False,False,False,True,False,False,False,False,True
19.08,0.8196,False,False,False,False,False,False,False,False,False,True,False
20.87,0.1068,False,False,False,True,False,False,False,False,False,False,True
21.82,0.0237,False,False,True,False,False,False,False,False,False,False,True
22.18,0.1829,False,False,False,False,False,True,False,False,False,False,False
15.48,0.5963,False,False,True,False,False,False,False,False,False,False,False
38.0,0.2446,False,False,False,False,False,True,False,False,False,False,False
16.96,0.042,False,False,False,False,False,False,False,False,True,False,True
21.42,0.5978,False,False,False,False,False,False,False,False,True,False,False
18.96,0.1528,False,False,True,False,False,False,False,False,False,False,True
21.38,0.4712,False,True,False,False,False,False,False,False,False,False,False
17.89,0.3526,False,False,False,False,False,False,False,False,False,False,False
19.84,0.1425,False,False,True,False,False,False,False,False,False,False,False
22.16,0.0699,False,False,False,False,False,False,False,False,False,False,True
14.23,0.2561,False,False,False,False,False,False,False,True,False,False,False
24.82,0.0331,False,False,False,False,False,False,False,False,False,True,False
20.38,0.1182,False,False,False,False,False,False,False,False,False,False,False
14.11,0.1258999999999999,False,True,False,False,False,False,False,False,False,False,True
17.78,0.4573,True,False,False,False,False,False,False,False,False,False,False
15.03,0.0257,False,False,False,False,False,False,False,False,False,True,True
21.09,0.0569,False,False,False,False,False,False,False,False,False,False,True
22.68,0.2219,False,False,False,False,False,True,False,False,False,False,False
19.23,0.1167999999999999,False,False,False,False,False,False,False,True,False,False,False
18.38,0.2263,False,True,False,False,False,False,False,False,False,False,False
20.94,0.0683,False,True,False,False,False,False,False,False,False,False,True
25.92,0.3884,False,False,True,False,False,False,False,False,False,False,False
16.91,0.0615,False,True,False,False,False,False,False,False,False,False,True
19.83,0.0497,False,False,False,False,False,True,False,False,False,False,True
25.98,0.0996,False,False,False,True,False,False,False,False,False,False,False
16.78,0.886,False,False,True,False,False,False,False,False,False,False,False
30.51,0.1464,False,False,False,False,False,False,False,False,False,True,False
13.91,0.1257,False,False,False,False,False,False,False,True,False,False,True
15.58,0.2532,False,False,True,False,False,False,False,False,False,False,False
20.87,0.097,False,False,False,True,False,False,False,False,False,False,False
22.99,0.0691,False,False,False,False,False,False,False,False,True,False,False
16.26,0.0998,False,True,False,False,False,False,False,False,False,False,True
29.66,0.2663,False,False,False,False,False,True,False,False,False,False,False
24.56,0.0548,False,False,False,False,False,False,False,False,True,False,True
14.46,0.1503,False,True,False,False,False,False,False,False,False,False,True
21.09,0.0548,False,False,False,False,False,False,False,False,False,False,True
15.48,0.1038,False,False,True,False,False,False,False,False,False,False,False
20.73,0.2621,False,False,False,False,False,False,False,False,False,True,False
19.83,0.1171,False,False,False,False,False,False,False,False,False,False,True
12.8,0.3141,False,False,False,False,False,False,False,True,False,False,False
16.48,0.0959,False,False,False,False,False,False,False,False,True,False,True
12.88,0.7552,False,True,False,False,False,False,False,False,False,False,False
16.35,0.0689,False,False,False,False,False,True,False,False,False,False,True
25.44,0.3583,False,False,False,False,False,False,True,False,False,False,False
14.78,0.4424,False,False,False,True,False,False,False,False,False,False,False
14.01,0.7353999999999999,False,True,False,False,False,False,False,False,False,False,False
15.91,0.0579,False,True,False,False,False,False,False,False,False,False,True
12.33,0.6177,False,False,False,False,False,False,False,False,False,True,False
24.3,0.0169,False,False,True,False,False,False,False,False,False,False,True
24.23,0.3351,False,False,False,False,False,False,False,False,True,False,False
21.44,0.1213,False,False,False,False,False,False,False,False,True,False,True
19.65,0.2203,False,False,False,False,False,False,False,False,True,False,False
22.08,0.8908,False,False,False,False,False,False,False,False,False,True,False
13.36,0.0609,False,False,False,False,False,False,False,False,False,False,True
17.52,0.8047,False,False,False,False,False,True,False,False,False,False,False
25.29,0.0595,False,False,False,False,False,False,True,False,False,False,False
17.84,0.3749,False,False,False,False,False,False,False,True,False,False,False
25.29,0.1352,False,False,False,False,False,False,True,False,False,False,False
23.44,0.0728,False,False,False,False,False,False,False,False,True,False,True
21.48,0.0608,False,False,True,False,False,False,False,False,False,False,True
22.14,0.0308,False,False,False,False,False,False,False,False,True,False,True
16.26,0.0998,False,True,False,False,False,False,False,False,False,False,False
18.23,0.8547,False,False,False,False,False,False,False,False,False,True,False
20.38,0.9358,False,False,False,False,False,False,False,False,False,True,False
27.68,0.0189,False,False,False,True,False,False,False,False,False,False,True
19.96,0.0694,False,False,False,False,False,False,False,False,True,False,True
20.9,0.2812,False,False,False,False,False,False,False,False,True,False,False
24.65,0.2148,False,False,False,False,False,False,False,False,False,False,False
16.48,0.3248999999999999,False,False,False,False,False,False,False,False,False,False,False
18.76,0.1223,False,False,False,False,False,False,False,False,False,True,True
17.13,0.1724,False,False,False,False,False,False,False,True,False,False,False
23.77,0.2861,False,True,False,False,False,False,False,False,False,False,False
22.35,0.0988,False,False,False,False,False,True,False,False,False,False,False
24.82,0.1058,False,False,False,False,False,False,False,False,False,True,False
20.48,0.0644,False,True,False,False,False,False,False,False,False,False,True
18.03,0.1307,False,True,False,False,False,False,False,False,False,False,False
19.48,0.3929,False,False,False,False,False,False,False,False,False,True,False
14.58,0.1621,False,False,False,False,False,False,False,False,True,False,False
17.44,0.0935,False,True,False,False,False,False,False,False,False,False,True
21.48,0.5514,False,False,True,False,False,False,False,False,False,False,False
22.75,0.3188999999999999,False,False,False,False,False,False,False,False,True,False,False
20.78,0.085,False,False,False,False,False,False,False,False,True,False,True
21.76,0.0732,False,False,False,False,False,False,False,False,False,True,True
27.33,0.0988999999999999,False,False,False,False,False,False,False,False,False,True,True
14.11,0.0644,False,True,False,False,False,False,False,False,False,False,True
19.65,0.2092,False,False,False,False,False,False,False,False,True,False,False
25.44,0.4125,False,False,False,False,False,False,True,False,False,False,False
21.18,0.1836999999999999,False,False,False,False,False,False,False,False,True,False,False
20.78,0.024,False,False,False,False,False,False,False,False,True,False,True
13.88,0.9051,False,True,False,False,False,False,False,False,False,False,False
12.8,0.5385,False,False,False,False,False,False,False,True,False,False,False
15.05,0.243,False,False,False,False,False,False,False,False,False,True,True
21.03,0.0609,False,False,False,False,False,False,False,True,False,False,True
14.13,0.0933,False,False,False,False,False,False,False,True,False,False,False
17.23,0.8382,False,False,False,False,False,False,False,False,False,True,False
17.83,0.0413,False,False,False,False,False,False,False,False,False,False,True
22.75,0.2859,False,False,False,False,False,False,False,False,True,False,False
21.93,0.0557999999999999,False,False,False,False,False,False,False,True,False,False,False
22.75,0.0238,False,False,False,False,False,False,False,False,True,False,True
15.36,0.0958,False,False,False,False,False,False,False,False,False,False,True
17.58,0.5575,False,False,True,False,False,False,False,False,False,False,False
17.84,0.2052,False,False,False,False,False,False,False,True,False,False,False
25.5,0.0448,False,False,False,False,False,False,False,False,False,False,True
18.83,0.1772,False,False,False,False,False,True,False,False,False,False,True
15.44,0.3536,False,False,True,False,False,False,False,False,False,False,False
24.65,0.0194,False,False,False,False,False,False,False,False,False,False,True
25.16,0.1356,False,False,False,False,True,False,False,False,False,False,False
20.86,0.0739,False,False,True,False,False,False,False,False,False,False,True
24.08,0.0544,False,False,False,False,True,False,False,False,False,False,True
24.3,0.1284,False,False,True,False,False,False,False,False,False,False,False
20.74,0.6127,False,False,False,False,False,True,False,False,False,False,False
16.68,0.503,False,False,True,False,False,False,False,False,False,False,False
20.66,0.2104,False,False,False,False,False,False,False,False,True,False,False
20.98,0.1918,False,False,True,False,False,False,False,False,False,False,False
15.91,0.1295,False,False,False,False,False,False,False,False,False,True,True
22.35,0.2219,False,False,False,False,False,True,False,False,False,False,False
22.08,0.0757,False,False,False,False,False,False,False,False,True,False,True
17.52,0.5589000000000001,False,False,False,False,False,True,False,False,False,False,False
19.21,0.1239,False,False,True,False,False,False,False,False,False,False,True
15.23,0.1085,False,False,False,False,False,False,False,True,False,False,False
24.3,0.3555,False,False,True,False,False,False,False,False,False,False,False
27.68,0.065,False,False,False,True,False,False,False,False,False,False,True
19.83,0.0814,False,False,False,False,False,False,False,False,False,True,True
12.8,0.3868,False,False,False,False,False,False,False,True,False,False,False
22.68,0.4176999999999999,False,False,False,False,False,True,False,False,False,False,False
19.08,0.4254,False,False,False,False,False,False,False,False,False,True,False
16.03,0.3304,False,True,False,False,False,False,False,False,False,False,False
21.59,0.2197,False,False,True,False,False,False,False,False,False,False,False
16.58,0.2234,False,False,False,False,False,False,False,False,False,False,False
21.21,0.06,False,False,False,False,False,False,True,False,False,False,True
29.66,0.2904,False,False,False,False,False,True,False,False,False,False,False
20.66,0.2349,False,False,False,False,False,False,False,False,True,False,False
16.35,0.2745999999999999,False,False,False,False,False,True,False,False,False,False,False
17.95,0.1248,False,True,False,False,False,False,False,False,False,False,False
22.13,0.1713,False,False,False,False,False,False,False,False,True,False,False
19.91,0.0604,False,False,False,False,False,False,False,True,False,False,True
25.98,0.1547,False,False,False,True,False,False,False,False,False,False,False
20.94,0.0234,False,True,False,False,False,False,False,False,False,False,True
23.28,0.1964,False,True,False,False,False,False,False,False,False,False,False
19.91,0.1641,False,False,False,False,False,False,False,True,False,False,True
25.68,0.036,False,False,False,True,False,False,False,False,False,False,True
12.8,0.0917,False,False,False,False,False,False,False,True,False,False,True
24.08,0.0388,False,False,False,False,False,False,False,False,False,True,True
20.21,0.087,False,True,False,False,False,False,False,False,False,False,True
17.33,0.2545,False,False,False,False,False,False,True,False,False,False,False
17.18,0.4135,False,False,False,False,False,True,False,False,False,False,False
21.09,0.1818,False,False,False,False,False,False,False,False,False,False,False
14.23,0.3729,False,True,False,False,False,False,False,False,False,False,False
24.62,0.0691,False,False,False,False,False,True,False,False,False,False,True
23.53,0.1703,False,False,False,False,False,True,False,False,False,False,False
25.86,0.1797,False,False,True,False,False,False,False,False,False,False,False
16.28,0.7114999999999999,False,False,False,False,True,False,False,False,False,False,False
22.14,0.1027,False,False,False,False,False,False,False,False,True,False,True
20.11,0.1417,False,False,False,False,False,False,True,False,False,False,False
20.66,0.2635,False,False,False,False,False,False,False,False,True,False,False
18.43,0.0559,False,False,True,False,False,False,False,False,False,False,True
22.69,0.0524,False,False,False,False,False,False,False,False,True,False,False
18.23,0.6287,False,False,False,False,False,False,False,True,False,False,False
19.16,0.0328,False,False,False,False,False,False,False,False,False,False,True
21.08,0.0648,False,False,True,False,False,False,False,False,False,False,True
12.23,0.3330999999999999,False,False,False,False,False,False,False,False,False,True,False
22.99,0.1316,False,False,False,False,False,False,False,False,True,False,False
16.01,0.6245,False,True,False,False,False,False,False,False,False,False,False
23.08,0.012,False,True,False,False,False,False,False,False,False,False,True
25.86,0.0158,False,False,True,False,False,False,False,False,False,False,True
13.68,0.4566,False,False,True,False,False,False,False,False,False,False,False
24.3,0.0973,False,False,True,False,False,False,False,False,False,False,False
17.52,0.0682,False,False,False,False,False,True,False,False,False,False,True
23.21,0.0429,False,False,False,False,False,True,False,False,False,False,True
18.96,0.0785,False,False,False,False,False,False,False,True,False,False,True
20.48,0.0649,False,True,False,False,False,False,False,False,False,False,True
20.98,0.1483,False,False,True,False,False,False,False,False,False,False,True
25.5,0.0388,False,False,False,False,False,False,False,False,False,False,True
16.48,0.1424,False,False,True,False,False,False,False,False,False,False,False
23.28,0.5126,False,False,True,False,False,False,False,False,False,False,False
11.44,0.0755,False,False,True,False,False,False,False,False,False,False,True
16.23,0.8208,False,False,False,False,False,False,False,False,False,True,False
14.56,0.8473,False,False,False,False,False,False,False,False,False,True,False
12.91,0.0364,False,False,True,False,False,False,False,False,False,False,True
23.53,0.2613999999999999,False,False,False,False,False,True,False,False,False,False,False
25.08,0.0305,False,False,True,False,False,False,False,False,False,False,True
17.44,0.1162,False,False,True,False,False,False,False,False,False,False,True
21.73,0.3105,False,False,False,False,False,False,False,False,False,True,False
14.46,0.076,False,True,False,False,False,False,False,False,False,False,True
19.83,0.0635,False,False,True,False,False,False,False,False,False,False,True
19.08,0.0389,False,False,True,False,False,False,False,False,False,False,True
22.75,0.1937999999999999,False,False,False,False,False,False,False,False,True,False,False
25.16,0.1615,False,False,False,False,True,False,False,False,False,False,False
16.96,0.0439,False,False,True,False,False,False,False,False,False,False,True
21.38,0.2593999999999999,False,False,True,False,False,False,False,False,False,False,False
13.91,0.0842,False,False,False,False,False,False,False,True,False,False,True
19.03,0.0309,False,False,False,False,False,False,False,True,False,False,True
13.23,0.0891,False,False,True,False,False,False,False,False,False,False,True
14.36,0.0282,False,False,True,False,False,False,False,False,False,False,True
18.83,0.1154,False,False,False,False,False,False,False,False,False,True,True
21.17,0.1677,False,True,False,False,False,False,False,False,False,False,False
25.23,0.1474,False,False,False,False,False,False,False,False,True,False,False
24.08,0.0389,False,False,False,False,False,False,False,False,False,True,True
19.96,0.0579,False,False,False,False,False,False,False,False,True,False,True
18.28,0.2616,False,False,True,False,False,False,False,False,False,False,False
21.09,0.0128999999999999,False,False,False,False,False,False,False,False,False,False,True
17.58,0.1703,False,False,False,False,False,False,False,False,True,False,False
